video_id,start_time,end_time,filename,num_frames,phrase,target_word,target_word_boundary,word_boundaries,stress_label,lighting,speaker_pose
_lx_D8fasKE,240.946533,244.506533,_lx_D8fasKE_240.946533-244.506533/00000,91,give direct feedback it doesnt have to be confrontational but you,confrontational,"['confrontational', 50, 71]","[['give', 0, 4], ['direct', 5, 12], ['feedback', 12, 24], ['it', 24, 25], ['doesnt', 35, 41], ['have', 41, 44], ['to', 45, 46], ['be', 46, 48], ['confrontational', 50, 71], ['but', 83, 86], ['you', 87, 88]]",1,medium,frontal
77KUvrWw2nQ,240.006,243.326,77KUvrWw2nQ_240.006000-243.326000/00000,86,people think autoimmune disease but whats happening with,autoimmune,"['autoimmune', 17, 31]","[['people', 0, 5], ['think', 6, 12], ['autoimmune', 17, 31], ['disease', 32, 43], ['but', 48, 56], ['whats', 67, 72], ['happening', 73, 81], ['with', 81, 84]]",0,medium,frontal
2DlJ1i5atKA,42.936667,45.376667,2DlJ1i5atKA_42.936667-45.376667/00000,63,just before college ive never owned a computer beside that,never,"['never', 35, 40]","[['just', 0, 3], ['before', 4, 11], ['college', 13, 23], ['ive', 26, 29], ['never', 35, 40], ['owned', 40, 43], ['a', 43, 44], ['computer', 44, 53], ['beside', 53, 60], ['that', 60, 62]]",1,medium,frontal
AcD7Q4k0gmk,158.0533,161.0133,AcD7Q4k0gmk_158.053300-161.013300/00000,77,a combined cnc machine and go bar deck is,combined,"['combined', 2, 17]","[['a', 0, 1], ['combined', 2, 17], ['cnc', 26, 40], ['machine', 41, 50], ['and', 54, 57], ['go', 59, 63], ['bar', 64, 68], ['deck', 69, 73], ['is', 74, 75]]",0,medium,non-frontal
9abjsU7ibvE,270.756633,273.116633,9abjsU7ibvE_270.756633-273.116633/00000,61,that are outside what would normally be defined in law,normally,"['normally', 28, 35]","[['that', 0, 3], ['are', 4, 6], ['outside', 9, 20], ['what', 21, 23], ['would', 24, 27], ['normally', 28, 35], ['be', 36, 38], ['defined', 39, 49], ['in', 50, 52], ['law', 55, 59]]",0,medium,frontal
qGUG89cXB7s,174.540833,177.420833,qGUG89cXB7s_174.540833-177.420833/00000,74,bosses how do we learn today to be a,today,"['today', 34, 42]","[['bosses', 0, 10], ['how', 20, 22], ['do', 23, 25], ['we', 26, 27], ['learn', 28, 33], ['today', 34, 42], ['to', 42, 43], ['be', 66, 67], ['a', 68, 68]]",0,medium,frontal
8VttJ5rTwcM,164.864,169.744,8VttJ5rTwcM_164.864000-169.744000/00000,125,to my setup but now changing the texture,setup,"['setup', 29, 39]","[['to', 0, 4], ['my', 7, 12], ['setup', 29, 39], ['but', 53, 57], ['now', 59, 66], ['changing', 96, 106], ['the', 107, 109], ['texture', 111, 121]]",0,medium,frontal
UELuPDgJK8Q,32.76,37.6,UELuPDgJK8Q_32.760000-37.600000/00000,124,your channel to fall under whether its reviewing tag or,your,"['your', 0, 5]","[['your', 0, 5], ['channel', 6, 14], ['to', 15, 18], ['fall', 20, 27], ['under', 39, 45], ['whether', 58, 65], ['its', 69, 74], ['reviewing', 84, 92], ['tag', 95, 107], ['or', 117, 118]]",0,medium,frontal
cq8GCoUa5x8,271.757033,273.637033,cq8GCoUa5x8_271.757033-273.637033/00001,49,to just wiggle wiggle wiggle dancing,wiggle,"['wiggle', 11, 17]","[['to', 0, 3], ['just', 3, 9], ['wiggle', 11, 17], ['wiggle', 18, 25], ['wiggle', 26, 37], ['dancing', 40, 48]]",0,dim,frontal
icxoGeEzuc8,15.207,18.327,icxoGeEzuc8_15.207000-18.327000/00000,81,is a hearing problem thats undetected and unobserved,hearing,"['hearing', 8, 16]","[['is', 2, 5], ['a', 5, 6], ['hearing', 8, 16], ['problem', 18, 28], ['thats', 29, 34], ['undetected', 36, 51], ['and', 56, 59], ['unobserved', 62, 77]]",0,medium,frontal
-XO4O4fFaCs,96.576,99.216,-XO4O4fFaCs_96.576000-99.216000/00001,68,has a sort of similar relationship to,relationship,"['relationship', 37, 55]","[['has', 0, 6], ['a', 7, 8], ['sort', 10, 15], ['of', 16, 18], ['similar', 29, 36], ['relationship', 37, 55], ['to', 59, 63]]",0,medium,frontal
WzZz_eAVxpc,240.266667,243.746667,WzZz_eAVxpc_240.266667-243.746667/00000,90,lack of genuineness lack of selflove,selflove,"['selflove', 60, 75]","[['lack', 0, 2], ['of', 3, 5], ['genuineness', 5, 24], ['lack', 35, 43], ['of', 44, 46], ['selflove', 60, 75]]",0,medium,non-frontal
K6l61sz9xAM,173.343867,175.543867,K6l61sz9xAM_173.343867-175.543867/00000,57,thing in a diversity of things but not,diversity,"['diversity', 11, 26]","[['thing', 0, 6], ['in', 7, 9], ['a', 9, 10], ['diversity', 11, 26], ['of', 26, 28], ['things', 30, 38], ['but', 47, 50], ['not', 51, 54]]",0,medium,frontal
wzpQqhvdP8Q,211.49,216.01,wzpQqhvdP8Q_211.490000-216.010000/00000,115,use our energy of mindfulness to start to understand,energy,"['energy', 18, 29]","[['use', 0, 6], ['our', 9, 12], ['energy', 18, 29], ['of', 31, 33], ['mindfulness', 35, 52], ['to', 65, 68], ['start', 70, 89], ['to', 89, 91], ['understand', 99, 112]]",0,medium,non-frontal
FsqHorpVCos,186.5663,189.6063,FsqHorpVCos_186.566300-189.606300/00000,78,physiologically is that our corpus callosum is a little thicker than yours,little,"['little', 58, 63]","[['physiologically', 0, 17], ['is', 19, 20], ['that', 20, 23], ['our', 25, 27], ['corpus', 28, 37], ['callosum', 38, 51], ['is', 53, 56], ['a', 56, 57], ['little', 58, 63], ['thicker', 65, 72], ['than', 72, 74], ['yours', 75, 77]]",0,medium,frontal
hQs_sWNRgTc,49.701667,51.941667,hQs_sWNRgTc_49.701667-51.941667/00000,58,moving faster means sound travels more quickly,travels,"['travels', 36, 44]","[['moving', 0, 5], ['faster', 5, 14], ['means', 15, 19], ['sound', 27, 35], ['travels', 36, 44], ['more', 45, 48], ['quickly', 49, 55]]",0,medium,frontal
8VttJ5rTwcM,229.642,233.002,8VttJ5rTwcM_229.642000-233.002000/00000,87,instrument gives me a chance to open up my,open,"['open', 69, 76]","[['instrument', 0, 12], ['gives', 13, 18], ['me', 20, 23], ['a', 24, 24], ['chance', 27, 37], ['to', 40, 45], ['open', 69, 76], ['up', 77, 80], ['my', 81, 84]]",1,medium,frontal
csgrRdwzlLo,44.213067,46.693067,csgrRdwzlLo_44.213067-46.693067/00000,64,rearrange the order and well still get,rearrange,"['rearrange', 0, 11]","[['rearrange', 0, 11], ['the', 12, 15], ['order', 19, 26], ['and', 39, 42], ['well', 43, 48], ['still', 51, 58], ['get', 59, 62]]",0,medium,frontal
ZgHUjKCTvwg,76.676,78.876,ZgHUjKCTvwg_76.676000-78.876000/00001,57,its after you start building past that,building,"['building', 24, 32]","[['its', 0, 4], ['after', 7, 12], ['you', 13, 16], ['start', 16, 23], ['building', 24, 32], ['past', 33, 41], ['that', 41, 45]]",0,medium,frontal
7STcaWjJoww,231.6065,235.4865,7STcaWjJoww_231.606500-235.486500/00000,99,were dealing with and our optimality criterion apply,optimality,"['optimality', 23, 43]","[['were', 0, 3], ['dealing', 3, 7], ['with', 8, 13], ['and', 14, 16], ['our', 18, 20], ['optimality', 23, 43], ['criterion', 52, 67], ['apply', 69, 77]]",0,dim,frontal
wrI-8PiOzYU,50.445,54.485,wrI-8PiOzYU_50.445000-54.485000/00000,103,it with me open your chest relax your shoulders,chest,"['chest', 43, 54]","[['it', 0, 1], ['with', 2, 5], ['me', 5, 9], ['open', 33, 39], ['your', 39, 42], ['chest', 43, 54], ['relax', 73, 84], ['your', 85, 89], ['shoulders', 90, 100]]",0,medium,frontal
ZgHUjKCTvwg,217.536,220.016,ZgHUjKCTvwg_217.536000-220.016000/00000,64,and feel cringy or wanting to delete it,feel,"['feel', 4, 9]","[['and', 0, 3], ['feel', 4, 9], ['cringy', 10, 23], ['or', 32, 34], ['wanting', 35, 45], ['to', 46, 48], ['delete', 49, 59], ['it', 61, 62]]",0,medium,frontal
ULfHmIWVrYE,203.428,205.948,ULfHmIWVrYE_203.428000-205.948000/00000,66,in a flatbed which is moved into a scanning tube and it,moved,"['moved', 27, 32]","[['in', 0, 2], ['a', 2, 3], ['flatbed', 5, 18], ['which', 19, 22], ['is', 23, 24], ['moved', 27, 32], ['into', 34, 39], ['a', 40, 42], ['scanning', 42, 53], ['tube', 53, 60], ['and', 61, 62], ['it', 63, 64]]",0,medium,frontal
6qmHUgx9h2w,281.0605,284.1405,6qmHUgx9h2w_281.060500-284.140500/00001,79,well theyre in expedited removal proceedings right off,expedited,"['expedited', 26, 41]","[['well', 0, 6], ['theyre', 8, 14], ['in', 19, 21], ['expedited', 26, 41], ['removal', 43, 54], ['proceedings', 55, 67], ['right', 68, 73], ['off', 73, 75]]",0,medium,frontal
LsmFkm22UT0,241.4,244.8,LsmFkm22UT0_241.400000-244.800000/00000,86,they are four hours but in terms of trading these,four,"['four', 13, 19]","[['they', 0, 3], ['are', 6, 9], ['four', 13, 19], ['hours', 20, 29], ['but', 40, 43], ['in', 44, 45], ['terms', 46, 52], ['of', 53, 54], ['trading', 57, 70], ['these', 80, 84]]",0,bright,frontal
udonfhGZWC0,83.305133,84.625133,udonfhGZWC0_83.305133-84.625133/00000,36,im going to sing a pitch for you,im,"['im', 0, 3]","[['im', 0, 3], ['going', 4, 7], ['to', 8, 9], ['sing', 11, 16], ['a', 16, 18], ['pitch', 20, 27], ['for', 28, 31], ['you', 32, 34]]",0,medium,frontal
bB23UX1zB4s,168.225,169.865,bB23UX1zB4s_168.225000-169.865000/00001,43,the clients looking at you saying theyre trying,you,"['you', 21, 23]","[['the', 0, 2], ['clients', 3, 11], ['looking', 12, 18], ['at', 19, 20], ['you', 21, 23], ['saying', 24, 28], ['theyre', 29, 33], ['trying', 34, 38]]",0,medium,frontal
BIZt-4B0Xr0,286.2456,289.1256,BIZt-4B0Xr0_286.245600-289.125600/00000,75,the creators of not owning our own world,own,"['own', 61, 64]","[['the', 0, 2], ['creators', 4, 21], ['of', 35, 37], ['not', 38, 43], ['owning', 45, 50], ['our', 53, 56], ['own', 61, 64], ['world', 66, 71]]",0,medium,non-frontal
OmL-MV4dnfE,13.806667,16.086667,OmL-MV4dnfE_13.806667-16.086667/00000,59,and also those bars you want to,bars,"['bars', 20, 33]","[['and', 0, 2], ['also', 4, 11], ['those', 12, 18], ['bars', 20, 33], ['you', 49, 52], ['want', 53, 56], ['to', 56, 57]]",0,dim,frontal
Ff92B-hUADQ,265.202,267.242,Ff92B-hUADQ_265.202000-267.242000/00001,53,people that know that we love and,love,"['love', 42, 48]","[['people', 0, 7], ['that', 16, 20], ['know', 23, 29], ['that', 30, 34], ['we', 34, 38], ['love', 42, 48], ['and', 49, 50]]",0,medium,frontal
Qw4wlqtYzZA,295.913333,297.753333,Qw4wlqtYzZA_295.913333-297.753333/00001,48,this youre capped because the way you learned,capped,"['capped', 9, 18]","[['this', 0, 3], ['youre', 4, 8], ['capped', 9, 18], ['because', 22, 28], ['the', 28, 31], ['way', 32, 34], ['you', 35, 38], ['learned', 39, 47]]",0,medium,frontal
teyJEE6KvHg,77.266,80.906,teyJEE6KvHg_77.266000-80.906000/00000,93,of you without teamwork being born and,teamwork,"['teamwork', 23, 33]","[['of', 0, 2], ['you', 3, 7], ['without', 15, 23], ['teamwork', 23, 33], ['being', 79, 85], ['born', 86, 89], ['and', 90, 91]]",0,medium,frontal
5lp8HaY9psk,219.845133,224.285133,5lp8HaY9psk_219.845133-224.285133/00000,113,him looking forward to that appointment intrigued by what the,forward,"['forward', 27, 39]","[['him', 0, 7], ['looking', 15, 25], ['forward', 27, 39], ['to', 40, 42], ['that', 43, 48], ['appointment', 49, 62], ['intrigued', 77, 95], ['by', 97, 101], ['what', 103, 107], ['the', 108, 109]]",0,medium,frontal
zwHuZkl8ZWI,186.68,188.48,zwHuZkl8ZWI_186.680000-188.480000/00000,46,im here tonight to grab the first prize,first,"['first', 31, 37]","[['im', 0, 3], ['here', 4, 9], ['tonight', 10, 18], ['to', 18, 22], ['grab', 23, 27], ['the', 28, 30], ['first', 31, 37], ['prize', 39, 45]]",0,medium,frontal
ZJ2OHGOXXoA,241.750752,244.830752,ZJ2OHGOXXoA_241.750752-244.830752/00000,79,from a steel shade around the thermistor,steel,"['steel', 18, 30]","[['from', 0, 7], ['a', 12, 14], ['steel', 18, 30], ['shade', 34, 45], ['around', 48, 58], ['the', 59, 62], ['thermistor', 63, 76]]",0,medium,frontal
LsmFkm22UT0,162.4,165.12,LsmFkm22UT0_162.400000-165.120000/00000,69,situation where youre fighting with yourself in your head,fighting,"['fighting', 24, 32]","[['situation', 0, 13], ['where', 14, 17], ['youre', 17, 22], ['fighting', 24, 32], ['with', 33, 35], ['yourself', 36, 47], ['in', 51, 54], ['your', 55, 60], ['head', 62, 67]]",1,bright,frontal
f6dzxEHnb60,128.116711,131.196711,f6dzxEHnb60_128.116711-131.196711/00000,79,energy feels like its going down ill pop some,down,"['down', 37, 47]","[['energy', 0, 9], ['feels', 9, 16], ['like', 17, 21], ['its', 23, 26], ['going', 27, 35], ['down', 37, 47], ['ill', 48, 50], ['pop', 50, 68], ['some', 70, 76]]",1,dim,frontal
9qD_UNBJtyw,241.04,244.84,9qD_UNBJtyw_241.040000-244.840000/00000,96,keep answering keep engaging them in a conversation and you,engaging,"['engaging', 51, 64]","[['keep', 0, 5], ['answering', 7, 16], ['keep', 17, 45], ['engaging', 51, 64], ['them', 65, 69], ['in', 73, 75], ['a', 75, 76], ['conversation', 77, 90], ['and', 91, 93], ['you', 93, 95]]",0,medium,frontal
Z_uF3axOMGE,270.746367,272.386367,Z_uF3axOMGE_270.746367-272.386367/00000,43,that one three times because thats the way the song,three,"['three', 7, 12]","[['that', 0, 3], ['one', 4, 6], ['three', 7, 12], ['times', 13, 19], ['because', 19, 23], ['thats', 24, 28], ['the', 28, 30], ['way', 30, 32], ['the', 33, 35], ['song', 35, 39]]",0,medium,frontal
_0LVSIwifpI,280.84,284.0,_0LVSIwifpI_280.840000-284.000000/00000,80,individual branches that branch off and theres no connection,branch,"['branch', 32, 39]","[['individual', 0, 9], ['branches', 11, 22], ['that', 24, 28], ['branch', 32, 39], ['off', 42, 46], ['and', 48, 50], ['theres', 60, 64], ['no', 65, 67], ['connection', 68, 76]]",0,medium,frontal
P6myrg6QCLk,45.611633,48.331633,P6myrg6QCLk_45.611633-48.331633/00000,71,one man he was a soldier,soldier,"['soldier', 39, 49]","[['one', 0, 2], ['man', 3, 8], ['he', 28, 30], ['was', 32, 35], ['a', 36, 37], ['soldier', 39, 49]]",0,medium,frontal
WvCmTP1ctTg,162.385733,164.825733,WvCmTP1ctTg_162.385733-164.825733/00000,63,the millennial male is kind of in transition,transition,"['transition', 41, 61]","[['the', 0, 2], ['millennial', 3, 10], ['male', 11, 20], ['is', 26, 29], ['kind', 31, 35], ['of', 35, 37], ['in', 38, 40], ['transition', 41, 61]]",0,medium,frontal
jPpVBObQvGg,151.2,153.56,jPpVBObQvGg_151.200000-153.560000/00000,60,the other drivers know what you intend to do,other,"['other', 2, 7]","[['the', 0, 2], ['other', 2, 7], ['drivers', 8, 23], ['know', 32, 36], ['what', 38, 41], ['you', 42, 45], ['intend', 47, 55], ['to', 55, 58], ['do', 59, 60]]",0,medium,frontal
FR6Q4Z0GXK0,206.969267,209.169267,FR6Q4Z0GXK0_206.969267-209.169267/00000,57,we really saw in our literature search,we,"['we', 0, 3]","[['we', 0, 3], ['really', 4, 12], ['saw', 13, 20], ['in', 22, 23], ['our', 27, 30], ['literature', 32, 44], ['search', 46, 54]]",0,medium,frontal
BeXT_1nuwis,275.066767,278.386767,BeXT_1nuwis_275.066767-278.386767/00000,86,to see fine detail such as an enlarged blood vessel,enlarged,"['enlarged', 45, 56]","[['to', 0, 2], ['see', 2, 4], ['fine', 7, 14], ['detail', 15, 26], ['such', 34, 38], ['as', 40, 42], ['an', 42, 43], ['enlarged', 45, 56], ['blood', 58, 63], ['vessel', 64, 72]]",0,medium,frontal
1lTY7w9NOYY,182.4,184.32,1lTY7w9NOYY_182.400000-184.320000/00000,49,how we move from one chord to the next,move,"['move', 10, 20]","[['how', 2, 5], ['we', 6, 9], ['move', 10, 20], ['from', 26, 30], ['one', 32, 34], ['chord', 36, 42], ['to', 42, 43], ['the', 44, 45], ['next', 46, 49]]",1,medium,non-frontal
lvt0ZryFO0g,34.797033,36.397033,lvt0ZryFO0g_34.797033-36.397033/00000,42,options that he could choose from,options,"['options', 0, 8]","[['options', 0, 8], ['that', 9, 12], ['he', 13, 15], ['could', 16, 19], ['choose', 20, 26], ['from', 28, 33]]",0,medium,frontal
pFddlRcfH7U,227.96,230.08,pFddlRcfH7U_227.960000-230.080000/00000,54,verses together you can either enlighten me or,me,"['me', 37, 40]","[['verses', 0, 8], ['together', 8, 16], ['you', 18, 20], ['can', 20, 22], ['either', 23, 27], ['enlighten', 28, 36], ['me', 37, 40], ['or', 50, 51]]",0,medium,frontal
YaG_ljfzeUw,96.423467,99.023467,YaG_ljfzeUw_96.423467-99.023467/00000,67,as long as it fits within that paper,within,"['within', 27, 34]","[['as', 0, 1], ['long', 2, 6], ['as', 7, 9], ['it', 10, 12], ['fits', 15, 22], ['within', 27, 34], ['that', 35, 39], ['paper', 41, 48]]",0,medium,frontal
jcLdkS2JMW0,242.406433,244.246433,jcLdkS2JMW0_242.406433-244.246433/00000,49,keep focused on your work,focused,"['focused', 6, 15]","[['keep', 0, 4], ['focused', 6, 15], ['on', 20, 22], ['your', 23, 26], ['work', 28, 32]]",0,medium,frontal
SDFj3Ifg0mI,210.7698,213.0498,SDFj3Ifg0mI_210.769800-213.049800/00000,60,really just adds a whole other element,whole,"['whole', 27, 41]","[['really', 0, 7], ['just', 8, 13], ['adds', 15, 20], ['a', 23, 25], ['whole', 27, 41], ['other', 45, 49], ['element', 50, 57]]",0,medium,frontal
Vh-DczG-KxI,180.893167,183.733167,Vh-DczG-KxI_180.893167-183.733167/00000,73,do you males want to get your dna,you,"['you', 2, 4]","[['do', 0, 2], ['you', 2, 4], ['males', 5, 13], ['want', 14, 25], ['to', 28, 32], ['get', 36, 43], ['your', 44, 48], ['dna', 50, 60]]",0,medium,frontal
Zu8-Yo_Bgfw,289.762,292.402,Zu8-Yo_Bgfw_289.762000-292.402000/00000,68,probably is already starting to feel some levels,feel,"['feel', 49, 54]","[['probably', 0, 9], ['is', 10, 13], ['already', 14, 23], ['starting', 38, 45], ['to', 46, 48], ['feel', 49, 54], ['some', 55, 59], ['levels', 60, 65]]",0,medium,frontal
jnsuH9_qYyA,226.5217,228.0817,jnsuH9_qYyA_226.521700-228.081700/00000,41,im not gonna tell the joke i need you to stop,you,"['you', 28, 30]","[['im', 0, 2], ['not', 3, 5], ['gonna', 6, 8], ['tell', 9, 11], ['the', 12, 14], ['joke', 14, 17], ['i', 20, 22], ['need', 23, 27], ['you', 28, 30], ['to', 31, 32], ['stop', 33, 37]]",0,medium,frontal
MBmwRILGZwA,201.08,202.84,MBmwRILGZwA_201.080000-202.840000/00001,45,sending hormones to our adrenal glands,hormones,"['hormones', 8, 18]","[['sending', 0, 6], ['hormones', 8, 18], ['to', 19, 22], ['our', 23, 25], ['adrenal', 25, 33], ['glands', 34, 40]]",0,bright,non-frontal
NdI0bcPvH38,271.36,273.92,NdI0bcPvH38_271.360000-273.920000/00000,65,your company your marketing team,marketing,"['marketing', 32, 43]","[['your', 0, 3], ['company', 5, 16], ['your', 22, 26], ['marketing', 32, 43], ['team', 44, 49]]",0,medium,non-frontal
TGVOcQWlLk8,141.532767,145.252767,TGVOcQWlLk8_141.532767-145.252767/00000,96,you are going to just use the back,back,"['back', 85, 91]","[['you', 0, 3], ['are', 5, 8], ['going', 9, 24], ['to', 24, 25], ['just', 50, 56], ['use', 64, 68], ['the', 69, 71], ['back', 85, 91]]",0,medium,frontal
UELuPDgJK8Q,270.7,273.34,UELuPDgJK8Q_270.700000-273.340000/00000,69,professional email make it look as professional as,professional,"['professional', 51, 65]","[['professional', 0, 12], ['email', 18, 27], ['make', 36, 39], ['it', 40, 41], ['look', 42, 46], ['as', 47, 49], ['professional', 51, 65], ['as', 65, 66]]",0,bright,frontal
7TVqoNlPKT8,233.2328,235.0728,7TVqoNlPKT8_233.232800-235.072800/00000,49,a little bundle of joy arrives,bundle,"['bundle', 7, 16]","[['a', 0, 1], ['little', 1, 4], ['bundle', 7, 16], ['of', 16, 18], ['joy', 19, 26], ['arrives', 27, 38]]",0,medium,frontal
cKMRsvrqBug,169.48,171.64,cKMRsvrqBug_169.480000-171.640000/00001,55,the passion for gay rights and human rights,passion,"['passion', 2, 13]","[['the', 0, 2], ['passion', 2, 13], ['for', 14, 25], ['gay', 26, 31], ['rights', 32, 38], ['and', 40, 42], ['human', 43, 48], ['rights', 49, 54]]",0,medium,frontal
7t44mPykXek,198.266667,201.266667,7t44mPykXek_198.266667-201.266667/00000,77,already champions of labels youre probably with me on this one,champions,"['champions', 18, 30]","[['already', 0, 10], ['champions', 18, 30], ['of', 31, 33], ['labels', 34, 43], ['youre', 44, 47], ['probably', 48, 59], ['with', 60, 64], ['me', 65, 67], ['on', 70, 71], ['this', 72, 74], ['one', 74, 76]]",0,medium,non-frontal
Zm0HP6h2ngg,133.696433,137.536433,Zm0HP6h2ngg_133.696433-137.536433/00000,98,can consciously control the breath this is a,consciously,"['consciously', 13, 29]","[['can', 0, 6], ['consciously', 13, 29], ['control', 33, 43], ['the', 43, 45], ['breath', 46, 54], ['this', 89, 92], ['is', 93, 95], ['a', 96, 96]]",1,medium,frontal
cZfo5fluhSk,233.1428,235.2628,cZfo5fluhSk_233.142800-235.262800/00000,55,didnt work they were like fake nightmares,didnt,"['didnt', 0, 7]","[['didnt', 0, 7], ['work', 10, 18], ['they', 23, 26], ['were', 26, 29], ['like', 30, 34], ['fake', 38, 46], ['nightmares', 48, 54]]",0,medium,frontal
HDv6BVA6SyM,198.782933,202.102933,HDv6BVA6SyM_198.782933-202.102933/00001,86,you have not been silent about black conservatives,you,"['you', 0, 3]","[['you', 0, 3], ['have', 4, 8], ['not', 9, 13], ['been', 14, 18], ['silent', 21, 50], ['about', 51, 62], ['black', 64, 69], ['conservatives', 70, 83]]",1,medium,non-frontal
iSfXhCApDBw,260.4023,262.2423,iSfXhCApDBw_260.402300-262.242300/00000,48,three things you have to pay attention to,three,"['three', 0, 5]","[['three', 0, 5], ['things', 6, 13], ['you', 13, 17], ['have', 18, 23], ['to', 24, 26], ['pay', 27, 30], ['attention', 32, 42], ['to', 43, 46]]",0,medium,frontal
RQ5SaMuh3y0,262.76,265.6,RQ5SaMuh3y0_262.760000-265.600000/00000,74,change in the size of the lens,size,"['size', 49, 57]","[['change', 3, 15], ['in', 22, 25], ['the', 42, 45], ['size', 49, 57], ['of', 58, 60], ['the', 61, 63], ['lens', 64, 71]]",0,medium,frontal
CfAXU5lyJiI,290.4894,292.2494,CfAXU5lyJiI_290.489400-292.249400/00000,46,a lot of data it shows time,lot,"['lot', 1, 5]","[['a', 0, 1], ['lot', 1, 5], ['of', 6, 7], ['data', 8, 16], ['it', 23, 24], ['shows', 26, 32], ['time', 34, 43]]",0,medium,frontal
Qn8otCU5bhQ,55.222,58.302,Qn8otCU5bhQ_55.222000-58.302000/00000,79,cylindrical surface outside and not touching each other,touching,"['touching', 57, 65]","[['cylindrical', 0, 12], ['surface', 13, 20], ['outside', 22, 33], ['and', 35, 37], ['not', 38, 43], ['touching', 57, 65], ['each', 67, 71], ['other', 72, 76]]",0,dim,frontal
_MV56F3UHWI,36.823133,39.903133,_MV56F3UHWI_36.823133-39.903133/00000,79,the curriculum and they work on their project,curriculum,"['curriculum', 3, 15]","[['the', 0, 2], ['curriculum', 3, 15], ['and', 36, 39], ['they', 41, 44], ['work', 45, 51], ['on', 53, 56], ['their', 58, 62], ['project', 64, 75]]",0,bright,frontal
IdpcSBwpyW0,83.129867,86.969867,IdpcSBwpyW0_83.129867-86.969867/00000,98,to give us not only a numerical majority,numerical,"['numerical', 42, 55]","[['to', 0, 1], ['give', 2, 5], ['us', 10, 13], ['not', 29, 32], ['only', 34, 39], ['a', 40, 41], ['numerical', 42, 55], ['majority', 57, 70]]",0,bright,frontal
cikluDJADJ8,258.413333,260.013333,cikluDJADJ8_258.413333-260.013333/00000,42,and im gonna give you an example,im,"['im', 6, 10]","[['and', 0, 3], ['im', 6, 10], ['gonna', 10, 16], ['give', 16, 19], ['you', 20, 24], ['an', 25, 26], ['example', 28, 39]]",1,medium,frontal
xZSSam9-u-Q,69.0489,73.0489,xZSSam9-u-Q_69.048900-73.048900/00000,101,when i sniff and make a sound you actually,sniff,"['sniff', 13, 23]","[['when', 0, 3], ['i', 5, 8], ['sniff', 13, 23], ['and', 30, 33], ['make', 35, 40], ['a', 41, 42], ['sound', 45, 58], ['you', 83, 88], ['actually', 91, 100]]",1,medium,frontal
DemQqefp3kA,263.236267,265.436267,DemQqefp3kA_263.236267-265.436267/00000,57,comes with a smartphone right up against,smartphone,"['smartphone', 27, 43]","[['comes', 0, 7], ['with', 9, 15], ['a', 19, 22], ['smartphone', 27, 43], ['right', 43, 47], ['up', 47, 49], ['against', 50, 54]]",1,medium,frontal
t2-H36qej6I,160.1142,162.5942,t2-H36qej6I_160.114200-162.594200/00000,64,are established things like being able to feed,established,"['established', 3, 19]","[['are', 0, 2], ['established', 3, 19], ['things', 38, 42], ['like', 43, 46], ['being', 47, 50], ['able', 51, 54], ['to', 55, 56], ['feed', 57, 62]]",0,medium,frontal
XtcTlcvnums,295.788467,298.988467,XtcTlcvnums_295.788467-298.988467/00000,82,because in my personal opinion this was created,my,"['my', 13, 16]","[['because', 0, 10], ['in', 11, 12], ['my', 13, 16], ['personal', 16, 26], ['opinion', 27, 39], ['this', 59, 64], ['was', 64, 68], ['created', 69, 76]]",0,medium,frontal
jPpVBObQvGg,96.6,98.72,jPpVBObQvGg_96.600000-98.720000/00000,54,park kind of away from the crowd thats,away,"['away', 17, 23]","[['park', 0, 5], ['kind', 8, 12], ['of', 13, 16], ['away', 17, 23], ['from', 25, 29], ['the', 30, 32], ['crowd', 33, 44], ['thats', 45, 51]]",0,medium,frontal
rtDpihPaU-0,231.738344,233.338344,rtDpihPaU-0_231.738344-233.338344/00000,39,was like a dangerous walker with projectile,dangerous,"['dangerous', 8, 17]","[['was', 0, 2], ['like', 2, 5], ['a', 6, 7], ['dangerous', 8, 17], ['walker', 18, 25], ['with', 25, 29], ['projectile', 30, 39]]",0,medium,non-frontal
lEiVxX0ZhKs,263.693,266.093,lEiVxX0ZhKs_263.693000-266.093000/00000,62,that when i said i want to be a mentalist,i,"['i', 36, 38]","[['that', 0, 3], ['when', 3, 5], ['i', 6, 7], ['said', 20, 24], ['i', 36, 38], ['want', 38, 42], ['to', 43, 44], ['be', 45, 47], ['a', 48, 48], ['mentalist', 50, 60]]",0,medium,frontal
2lbUV_-Km54,145.32,148.52,2lbUV_-Km54_145.320000-148.520000/00000,81,allows us to access the changing data in real,changing,"['changing', 37, 49]","[['allows', 0, 9], ['us', 10, 12], ['to', 13, 16], ['access', 22, 30], ['the', 32, 34], ['changing', 37, 49], ['data', 51, 60], ['in', 70, 73], ['real', 74, 79]]",1,medium,frontal
6qmHUgx9h2w,72.0511,75.4511,6qmHUgx9h2w_72.051100-75.451100/00001,87,get excited about one dui if youre just going for a,one,"['one', 28, 32]","[['get', 0, 3], ['excited', 4, 15], ['about', 17, 23], ['one', 28, 32], ['dui', 33, 46], ['if', 63, 65], ['youre', 66, 70], ['just', 71, 74], ['going', 75, 80], ['for', 81, 84], ['a', 85, 85]]",1,medium,non-frontal
